src,dst,rel,label
2917,12288,protein_protein,1
1961,2504,protein_protein,1
8505,3489,protein_protein,1
11463,8097,protein_protein,1
7664,6517,protein_protein,1
4462,3602,protein_protein,2
4860,5236,protein_protein,1
1979,4432,protein_protein,1
1874,4544,protein_protein,1
11555,6003,protein_protein,1
10583,13935,protein_protein,1
192,16312,protein_protein,1
525,4083,protein_protein,1
5638,11454,protein_protein,1
6872,759,protein_protein,1
1772,2052,protein_protein,1
10307,12287,protein_protein,1
1313,12914,protein_protein,1
1019,3878,protein_protein,1
8532,6322,protein_protein,1
401,8552,protein_protein,1
6313,319,protein_protein,1
337,11278,protein_protein,1
5780,7838,protein_protein,1
5657,5638,protein_protein,1
12298,470,protein_protein,1
10543,6298,protein_protein,1
3630,4480,protein_protein,1
61,4829,protein_protein,1
1353,5359,protein_protein,1
2692,6018,protein_protein,1
1583,6648,protein_protein,1
9150,7972,protein_protein,1
6994,216,protein_protein,1
1567,11429,protein_protein,1
624,7923,protein_protein,1
4763,12274,protein_protein,1
565,4802,protein_protein,1
21,3608,protein_protein,1
6331,7434,protein_protein,1
6696,12218,protein_protein,1
6961,12152,protein_protein,1
14482,4829,protein_protein,1
6823,1343,protein_protein,1
1059,11995,protein_protein,1
7858,7487,protein_protein,1
15441,769,protein_protein,1
7476,2581,protein_protein,2
9126,846,protein_protein,1
6525,1059,protein_protein,2
3776,2279,protein_protein,2
2269,12318,protein_protein,1
6039,7648,protein_protein,1
1599,7706,protein_protein,1
1402,944,protein_protein,1
11946,7239,protein_protein,2
3068,9967,protein_protein,1
4870,6684,protein_protein,2
815,1984,protein_protein,1
5665,9707,protein_protein,1
3590,4698,protein_protein,1
943,2300,protein_protein,1
8522,2739,protein_protein,1
1493,13538,protein_protein,1
161,11323,protein_protein,1
10657,12267,protein_protein,1
2616,18016,protein_protein,2
6756,11261,protein_protein,1
5228,16845,protein_protein,1
1572,8703,protein_protein,1
12165,12077,protein_protein,1
5913,1770,protein_protein,2
12694,6112,protein_protein,1
6594,4282,protein_protein,1
9394,16093,protein_protein,1
6672,7474,protein_protein,1
1360,1130,protein_protein,1
9268,9689,protein_protein,1
8761,6279,protein_protein,1
705,2023,protein_protein,1
608,6160,protein_protein,1
3968,11202,protein_protein,1
9878,482,protein_protein,1
847,2564,protein_protein,1
10247,9855,protein_protein,1
525,2985,protein_protein,1
7159,11564,protein_protein,1
1055,7263,protein_protein,1
3417,18277,protein_protein,1
12462,5090,protein_protein,1
7880,12112,protein_protein,1
14683,145,protein_protein,1
6326,3387,protein_protein,1
7099,14611,protein_protein,1
12224,5104,protein_protein,1
11838,5777,protein_protein,1
12593,17670,protein_protein,1
71,1455,protein_protein,1
7281,6276,protein_protein,2
464,12042,protein_protein,1
5333,1375,protein_protein,1
10252,14964,protein_protein,1
2022,12708,protein_protein,1
6170,6066,protein_protein,1
8748,3236,protein_protein,1
252,6930,protein_protein,1
398,11681,protein_protein,1
1382,525,protein_protein,1
349,6075,protein_protein,1
12525,8327,protein_protein,1
10741,3638,protein_protein,1
11532,2492,protein_protein,1
11946,14290,protein_protein,2
2616,10097,protein_protein,2
12571,9671,protein_protein,1
12364,14834,protein_protein,1
3607,11293,protein_protein,1
646,1078,protein_protein,1
8791,10775,protein_protein,1
4243,336,protein_protein,1
913,13251,protein_protein,1
4128,6618,protein_protein,2
5973,5612,protein_protein,1
5833,3896,protein_protein,1
3891,18209,protein_protein,1
3891,6765,protein_protein,1
424,5612,protein_protein,1
205,11267,protein_protein,1
6973,13919,protein_protein,1
5455,6647,protein_protein,1
2862,1450,protein_protein,1
13682,16155,protein_protein,1
437,7672,protein_protein,1
10071,2672,protein_protein,1
7981,14704,protein_protein,1
9477,817,protein_protein,1
2965,909,protein_protein,1
795,10616,protein_protein,1
8693,2258,protein_protein,1
5780,4863,protein_protein,1
8825,6964,protein_protein,1
1414,11468,protein_protein,1
5998,4752,protein_protein,1
5975,5839,protein_protein,1
1141,12000,protein_protein,1
1848,12667,protein_protein,1
1772,6665,protein_protein,1
268,1418,protein_protein,1
3456,1136,protein_protein,1
684,775,protein_protein,1
2840,1312,protein_protein,1
2162,2771,protein_protein,1
643,11073,protein_protein,1
6901,15423,protein_protein,1
7153,574,protein_protein,1
636,72,protein_protein,1
7147,12270,protein_protein,1
2762,1232,protein_protein,1
891,2558,protein_protein,1
2217,623,protein_protein,1
2616,12512,protein_protein,2
2080,1782,protein_protein,1
7892,15579,protein_protein,1
6619,6624,protein_protein,2
3891,229,protein_protein,1
10917,5457,protein_protein,1
11324,187,protein_protein,1
644,3384,protein_protein,2
8840,6647,protein_protein,1
6241,9615,protein_protein,1
3105,1096,protein_protein,1
870,11377,protein_protein,2
862,1940,protein_protein,1
6544,6683,protein_protein,2
1657,746,protein_protein,1
89,11758,protein_protein,1
3302,14236,protein_protein,1
7153,6337,protein_protein,1
9494,9262,protein_protein,1
9312,2766,protein_protein,1
43,8984,protein_protein,1
10517,10968,protein_protein,1
2948,10109,protein_protein,1
5053,8582,protein_protein,1
6200,16735,protein_protein,1
721,6887,protein_protein,1
4200,15654,protein_protein,1
6748,11270,protein_protein,1
217,2795,protein_protein,1
7011,6225,protein_protein,1
6809,3787,protein_protein,1
2446,11577,protein_protein,1
192,1424,protein_protein,1
2002,12062,protein_protein,1
4484,6010,protein_protein,1
9504,4960,protein_protein,1
2676,328,protein_protein,1
41,16534,protein_protein,1
780,891,protein_protein,1
739,683,protein_protein,1
7591,51,protein_protein,1
16047,4160,protein_protein,1
11854,12914,protein_protein,1
10247,16972,protein_protein,1
437,2714,protein_protein,1
4247,6142,protein_protein,1
4618,129,protein_protein,1
8477,314,protein_protein,1
6750,6702,protein_protein,1
4004,4004,protein_protein,2
11145,6893,protein_protein,1
10291,11411,protein_protein,1
199,5845,protein_protein,2
6425,3001,protein_protein,1
5194,7053,protein_protein,1
7018,11432,protein_protein,1
3227,208,protein_protein,1
7698,7785,protein_protein,1
264,1730,protein_protein,1
12342,1999,protein_protein,1
5782,2232,protein_protein,1
13489,17063,protein_protein,1
161,13181,protein_protein,1
6456,11079,protein_protein,1
431,15256,protein_protein,2
2732,10505,protein_protein,1
7598,2968,protein_protein,1
258,12139,protein_protein,1
9,14527,protein_protein,1
13373,3151,protein_protein,1
815,6493,protein_protein,1
12876,7878,protein_protein,1
10247,805,protein_protein,1
212,3700,protein_protein,1
8556,972,protein_protein,1
132,2591,protein_protein,1
6122,525,protein_protein,1
3330,1493,protein_protein,1
9374,6860,protein_protein,1
5665,11727,protein_protein,1
12480,11703,protein_protein,1
644,5993,protein_protein,1
1636,12005,protein_protein,1
1280,12122,protein_protein,1
9303,5820,protein_protein,1
1330,10575,protein_protein,1
538,7832,protein_protein,1
3730,5524,protein_protein,1
1059,9290,protein_protein,1
3416,7822,protein_protein,1
11197,763,protein_protein,1
644,18816,protein_protein,2
15501,769,protein_protein,1
249,19,protein_protein,1
2009,10006,protein_protein,1
9639,12273,protein_protein,1
781,3479,protein_protein,1
8083,10585,protein_protein,1
6583,10334,protein_protein,2
168,355,protein_protein,1
8766,6130,protein_protein,1
9878,6043,protein_protein,1
4060,11608,protein_protein,1
8930,1410,protein_protein,1
1767,11228,protein_protein,1
3730,2218,protein_protein,1
8904,13036,protein_protein,1
4200,3552,protein_protein,1
8837,12107,protein_protein,1
223,6446,protein_protein,1
10800,6571,protein_protein,1
646,1944,protein_protein,1
701,16719,protein_protein,1
7591,10921,protein_protein,1
6785,12983,protein_protein,1
2082,8801,protein_protein,1
1374,5361,protein_protein,1
5823,6612,protein_protein,1
6083,5280,protein_protein,1
6630,205,protein_protein,2
971,6856,protein_protein,1
1141,11437,protein_protein,1
1939,13713,protein_protein,1
767,2965,protein_protein,1
7798,5469,protein_protein,1
6189,6700,protein_protein,2
8727,5420,protein_protein,1
1906,16811,protein_protein,1
718,1299,protein_protein,1
8727,7800,protein_protein,1
7461,3653,protein_protein,1
706,143,protein_protein,1
4626,578,protein_protein,1
10911,7714,protein_protein,1
1638,13369,protein_protein,1
14389,3855,protein_protein,1
4351,16996,protein_protein,1
6336,7636,protein_protein,1
587,444,protein_protein,2
8479,16544,protein_protein,1
7981,7808,protein_protein,1
3938,1580,protein_protein,1
7748,9512,protein_protein,1
12811,2959,protein_protein,1
7822,2763,protein_protein,1
9363,5902,protein_protein,1
10617,1207,protein_protein,1
11021,5838,protein_protein,1
16200,3312,protein_protein,1
12606,14083,protein_protein,1
2276,3482,protein_protein,2
431,3167,protein_protein,2
9743,2651,protein_protein,1
9051,9455,protein_protein,1
1657,11263,protein_protein,1
2044,6803,protein_protein,1
1479,1815,protein_protein,2
1735,11404,protein_protein,1
3011,5496,protein_protein,1
4793,7006,protein_protein,1
599,6286,protein_protein,1
6122,4539,protein_protein,1
6340,16313,protein_protein,1
1141,7344,protein_protein,1
6759,7965,protein_protein,1
11124,323,protein_protein,1
5770,1034,protein_protein,1
924,13938,protein_protein,1
12790,16103,protein_protein,1
4889,1499,protein_protein,1
80,6551,protein_protein,1
7024,835,protein_protein,1
3985,3332,protein_protein,1
357,7585,protein_protein,1
8197,4331,protein_protein,1
10915,13579,protein_protein,1
2224,16609,protein_protein,1
2616,7480,protein_protein,2
2660,11635,protein_protein,1
3534,4449,protein_protein,1
7508,1105,protein_protein,1
68,946,protein_protein,1
4943,714,protein_protein,1
256,14644,protein_protein,1
314,7651,protein_protein,1
918,6014,protein_protein,1
2616,1763,protein_protein,2
8937,8455,protein_protein,1
7662,16590,protein_protein,1
654,7302,protein_protein,2
5453,9065,protein_protein,1
853,438,protein_protein,1
780,142,protein_protein,1
10574,769,protein_protein,1
3561,5992,protein_protein,1
1032,7672,protein_protein,1
811,11307,protein_protein,1
11843,1492,protein_protein,1
11690,12122,protein_protein,1
6345,1870,protein_protein,1
415,9205,protein_protein,1
4487,16155,protein_protein,1
49,18651,protein_protein,1
4001,16872,protein_protein,1
716,962,protein_protein,1
6374,3282,protein_protein,1
6918,1078,protein_protein,1
2157,4657,protein_protein,1
3035,1411,protein_protein,1
1959,14722,protein_protein,1
5823,16163,protein_protein,1
2256,15119,protein_protein,1
11255,86,protein_protein,1
348,15046,protein_protein,1
10879,8447,protein_protein,1
8139,11081,protein_protein,1
1067,3933,protein_protein,1
7179,8402,protein_protein,1
2347,6564,protein_protein,1
6530,367,protein_protein,1
6345,5603,protein_protein,1
4912,7358,protein_protein,1
11472,12290,protein_protein,1
12490,16745,protein_protein,1
6363,12177,protein_protein,1
5348,1195,protein_protein,1
6856,525,protein_protein,1
853,8097,protein_protein,1
725,3552,protein_protein,1
3077,8203,protein_protein,1
1288,6226,protein_protein,1
8985,2296,protein_protein,1
1372,1772,protein_protein,1
1535,11518,protein_protein,1
8573,2060,protein_protein,1
8727,2076,protein_protein,1
7108,3036,protein_protein,1
8926,4297,protein_protein,1
1141,15617,protein_protein,1
10221,5626,protein_protein,1
1406,3371,protein_protein,1
1631,6691,protein_protein,2
986,1984,protein_protein,1
7320,1936,protein_protein,2
5633,12119,protein_protein,1
926,16405,protein_protein,1
2270,11426,protein_protein,1
1661,8145,protein_protein,1
4789,9505,protein_protein,1
5366,7668,protein_protein,2
11702,11996,protein_protein,1
5194,9922,protein_protein,1
10247,5936,protein_protein,1
12438,6703,protein_protein,1
4231,11232,protein_protein,1
281,2442,protein_protein,1
5503,3284,protein_protein,1
1638,18116,protein_protein,1
1257,10453,protein_protein,1
4292,4700,protein_protein,1
926,994,protein_protein,1
76,484,protein_protein,1
4149,9506,protein_protein,1
3584,2977,protein_protein,1
927,1523,protein_protein,1
11848,7845,protein_protein,1
538,3237,protein_protein,1
701,11281,protein_protein,1
10538,10184,protein_protein,1
6611,5701,protein_protein,1
6829,12435,protein_protein,1
1019,3061,protein_protein,1
6302,15231,protein_protein,1
9974,5109,protein_protein,1
4394,12363,protein_protein,1
167,14661,protein_protein,1
7937,6609,protein_protein,1
2978,14303,protein_protein,1
4231,2296,protein_protein,1
1414,9135,protein_protein,1
1051,1899,protein_protein,1
360,15569,protein_protein,1
718,1163,protein_protein,1
10258,10235,protein_protein,1
5921,2057,protein_protein,1
5833,7927,protein_protein,1
6640,15766,protein_protein,1
4406,314,protein_protein,1
2359,7289,protein_protein,2
12505,664,protein_protein,1
1883,1795,protein_protein,1
570,507,protein_protein,1
11416,15271,protein_protein,1
3285,15127,protein_protein,1
11327,15474,protein_protein,1
758,6,protein_protein,1
5780,8806,protein_protein,1
5118,132,protein_protein,1
1315,8407,protein_protein,1
1414,4869,protein_protein,1
9268,9457,protein_protein,1
253,7390,protein_protein,1
7049,5398,protein_protein,1
7003,7391,protein_protein,1
8846,3878,protein_protein,1
350,16316,protein_protein,1
788,2145,protein_protein,1
663,10596,protein_protein,1
3316,16279,protein_protein,1
7042,15118,protein_protein,1
3971,1659,protein_protein,1
185,14591,protein_protein,2
216,460,protein_protein,1
1238,5410,protein_protein,1
355,6016,protein_protein,1
9110,1422,protein_protein,1
9181,2442,protein_protein,1
329,16678,protein_protein,1
1234,13310,protein_protein,1
1003,2386,protein_protein,1
3001,1660,protein_protein,1
7168,5707,protein_protein,1
8019,5053,protein_protein,1
2109,15576,protein_protein,1
4472,6606,protein_protein,1
476,12118,protein_protein,1
10062,8348,protein_protein,1
8407,18312,protein_protein,1
8039,2009,protein_protein,1
7651,1306,protein_protein,1
12520,3288,protein_protein,1
736,7161,protein_protein,1
7405,3964,protein_protein,1
12397,16973,protein_protein,1
12016,3565,protein_protein,1
8344,10027,protein_protein,1
13108,11953,protein_protein,1
554,8541,protein_protein,1
2616,14122,protein_protein,2
1868,6279,protein_protein,1
8147,5007,protein_protein,1
8113,1644,protein_protein,1
6337,12156,protein_protein,1
5867,540,protein_protein,1
4445,7668,protein_protein,1
10158,10717,protein_protein,1
601,14352,protein_protein,1
12303,2247,protein_protein,1
1153,6572,protein_protein,1
72,1514,protein_protein,1
4315,14339,protein_protein,1
12218,149,protein_protein,1
9996,5222,protein_protein,1
7323,11315,protein_protein,1
8068,9637,protein_protein,1
7565,6066,protein_protein,1
11277,9276,protein_protein,1
5689,8188,protein_protein,1
72,4267,protein_protein,1
1772,3285,protein_protein,1
431,11990,protein_protein,2
996,2573,protein_protein,2
5166,8813,protein_protein,1
1158,8220,protein_protein,1
2682,8542,protein_protein,1
6964,10918,protein_protein,1
5197,11281,protein_protein,1
648,6909,protein_protein,1
4126,7952,protein_protein,1
344,6776,protein_protein,1
6122,2597,protein_protein,1
2213,1276,protein_protein,1
8522,1785,protein_protein,1
2362,11181,protein_protein,1
468,8119,protein_protein,1
10285,15328,protein_protein,1
3838,5493,protein_protein,1
4544,16653,protein_protein,1
1849,1112,protein_protein,1
11848,4287,protein_protein,1
6961,307,protein_protein,1
9030,3123,protein_protein,1
10107,15697,protein_protein,1
1089,1268,protein_protein,1
3206,15348,protein_protein,1
1439,3638,protein_protein,1
870,11078,protein_protein,2
12468,11105,protein_protein,1
431,6988,protein_protein,2
2179,943,protein_protein,1
431,2009,protein_protein,2
2142,6612,protein_protein,1
3479,10854,protein_protein,1
3092,9306,protein_protein,1
431,15871,protein_protein,2
284,12045,protein_protein,1
1012,3387,protein_protein,1
3482,7356,protein_protein,2
15192,1238,protein_protein,1
4943,9593,protein_protein,1
8850,7972,protein_protein,1
5913,6689,protein_protein,2
1163,1817,protein_protein,1
847,10986,protein_protein,1
15137,12041,protein_protein,1
8741,4517,protein_protein,1
12790,8455,protein_protein,1
3183,96,protein_protein,1
7681,11293,protein_protein,1
4200,2063,protein_protein,1
8174,6359,protein_protein,1
8248,13049,protein_protein,1
5665,14990,protein_protein,1
2060,11996,protein_protein,1
9112,13670,protein_protein,1
2944,11488,protein_protein,1
547,11782,protein_protein,1
6786,7323,protein_protein,1
4976,5672,protein_protein,1
9725,347,protein_protein,1
1681,2014,protein_protein,1
7448,5747,protein_protein,1
7225,8102,protein_protein,1
4122,1296,protein_protein,1
5909,2844,protein_protein,1
370,11232,protein_protein,1
912,13098,protein_protein,1
6594,2212,protein_protein,1
4175,5848,protein_protein,1
6305,5458,protein_protein,1
696,3102,protein_protein,1
7874,11733,protein_protein,1
4613,10495,protein_protein,1
354,4059,protein_protein,1
11916,12104,protein_protein,1
5399,10235,protein_protein,1
12383,2103,protein_protein,1
5019,9159,protein_protein,1
5448,6731,protein_protein,2
13697,11255,protein_protein,1
12353,2968,protein_protein,1
3336,5359,protein_protein,1
7376,7690,protein_protein,1
1158,5342,protein_protein,1
8552,10557,protein_protein,1
2495,7238,protein_protein,1
9202,15219,protein_protein,1
3115,12412,protein_protein,1
6463,6648,protein_protein,2
8517,7530,protein_protein,1
81,4779,protein_protein,1
7599,15716,protein_protein,1
1425,6184,protein_protein,1
10482,12002,protein_protein,1
1337,256,protein_protein,1
12056,5639,protein_protein,1
1750,5412,protein_protein,1
9290,5343,protein_protein,1
4055,7260,protein_protein,1
12528,15742,protein_protein,1
6621,6636,protein_protein,2
8170,6580,protein_protein,1
9487,6143,protein_protein,1
14570,1971,protein_protein,1
3891,7644,protein_protein,1
1638,8064,protein_protein,1
587,1677,protein_protein,2
10091,11840,protein_protein,1
4943,994,protein_protein,1
10180,10240,protein_protein,1
662,4219,protein_protein,2
168,1240,protein_protein,1
7437,3866,protein_protein,1
8842,7373,protein_protein,1
6629,10638,protein_protein,1
8501,6346,protein_protein,1
6708,5963,protein_protein,1
1067,161,protein_protein,1
14524,2037,protein_protein,1
11849,6399,protein_protein,1
3519,6839,protein_protein,1
6172,864,protein_protein,1
2360,8832,protein_protein,1
9435,16389,protein_protein,1
3993,8405,protein_protein,2
862,907,protein_protein,1
1143,1479,protein_protein,2
806,2072,protein_protein,1
13131,11957,protein_protein,1
1263,10106,protein_protein,1
431,1801,protein_protein,2
13307,11416,protein_protein,1
7299,4682,protein_protein,1
1864,8577,protein_protein,2
8558,3536,protein_protein,1
281,5449,protein_protein,1
14073,14477,protein_protein,1
4771,6,protein_protein,1
11315,6750,protein_protein,1
9693,1459,protein_protein,1
3601,1505,protein_protein,1
12013,16912,protein_protein,1
14032,14477,protein_protein,1
488,6677,protein_protein,2
5366,6483,protein_protein,2
8714,6109,protein_protein,1
2269,5376,protein_protein,1
6835,6271,protein_protein,1
6594,12708,protein_protein,1
25,8068,protein_protein,1
8813,9534,protein_protein,1
914,11768,protein_protein,1
2771,3652,protein_protein,1
5854,249,protein_protein,1
748,11795,protein_protein,1
13174,143,protein_protein,1
6543,1041,protein_protein,1
7652,6613,protein_protein,1
11482,10617,protein_protein,1
505,12336,protein_protein,2
1197,1852,protein_protein,1
5823,2669,protein_protein,1
2490,6878,protein_protein,1
12851,16946,protein_protein,1
7042,2875,protein_protein,1
4164,13908,protein_protein,1
3272,6741,protein_protein,1
5803,6731,protein_protein,2
4376,323,protein_protein,1
431,16148,protein_protein,2
6709,8906,protein_protein,1
6191,14162,protein_protein,1
9838,5085,protein_protein,1
7681,4231,protein_protein,1
10235,2751,protein_protein,1
1414,2797,protein_protein,1
8873,14587,protein_protein,1
2028,8884,protein_protein,1
286,15229,protein_protein,1
1106,11260,protein_protein,1
680,2203,protein_protein,1
3851,7275,protein_protein,1
2255,16809,protein_protein,1
1019,460,protein_protein,1
14254,12256,protein_protein,1
1059,14719,protein_protein,1
8885,10873,protein_protein,1
143,3180,protein_protein,1
878,3254,protein_protein,1
8517,9311,protein_protein,1
11470,6589,protein_protein,1
1770,3838,protein_protein,2
9896,664,protein_protein,1
11843,6720,protein_protein,1
6,7416,protein_protein,1
6039,5420,protein_protein,1
6833,7041,protein_protein,1
165,4779,protein_protein,1
472,11049,protein_protein,1
3626,9288,protein_protein,1
7981,14150,protein_protein,1
7213,7213,protein_protein,1
5126,718,protein_protein,2
2998,4445,protein_protein,1
1479,5349,protein_protein,2
864,6572,protein_protein,1
722,444,protein_protein,1
926,1817,protein_protein,1
1638,4779,protein_protein,1
9538,3893,protein_protein,1
11100,13782,protein_protein,1
2552,4731,protein_protein,1
12640,15240,protein_protein,1
193,327,protein_protein,1
151,14777,protein_protein,1
11594,9243,protein_protein,1
2770,12079,protein_protein,1
161,10368,protein_protein,1
7225,14856,protein_protein,1
1238,5792,protein_protein,1
12327,6560,protein_protein,1
14166,3474,protein_protein,1
2696,4059,protein_protein,1
1366,2261,protein_protein,1
2780,2173,protein_protein,1
5139,3665,protein_protein,1
644,897,protein_protein,2
926,15143,protein_protein,1
2244,752,protein_protein,1
12854,1430,protein_protein,1
1636,13448,protein_protein,1
787,7629,protein_protein,1
1767,400,protein_protein,1
11045,11074,protein_protein,1
12183,15162,protein_protein,1
8727,12606,protein_protein,1
5941,83,protein_protein,1
5837,9279,protein_protein,1
6777,336,protein_protein,1
949,5015,protein_protein,1
5252,864,protein_protein,1
6092,5456,protein_protein,1
3105,5026,protein_protein,1
5812,7488,protein_protein,1
12327,6044,protein_protein,1
1090,14992,protein_protein,1
312,12592,protein_protein,1
10,6375,protein_protein,1
7450,9425,protein_protein,1
2432,7268,protein_protein,1
6806,11430,protein_protein,1
1979,1214,protein_protein,1
2525,16330,protein_protein,1
6695,249,protein_protein,1
6042,15543,protein_protein,1
6164,5439,protein_protein,1
3993,14870,protein_protein,2
6361,11564,protein_protein,1
13656,10222,protein_protein,1
72,13673,protein_protein,1
3124,16150,protein_protein,1
944,1191,protein_protein,1
817,15482,protein_protein,1
1263,7602,protein_protein,1
9699,5398,protein_protein,1
6345,12122,protein_protein,1
4384,16829,protein_protein,1
7199,7355,protein_protein,2
12430,9934,protein_protein,1
2673,3302,protein_protein,1
185,11962,protein_protein,1
15252,2312,protein_protein,1
7053,4416,protein_protein,1
1106,4880,protein_protein,1
10416,769,protein_protein,1
1678,148,protein_protein,1
6498,5785,protein_protein,1
6240,3165,protein_protein,1
14463,6267,protein_protein,1
256,6917,protein_protein,1
6437,973,protein_protein,1
6531,7679,protein_protein,1
6760,8517,protein_protein,1
7146,4818,protein_protein,1
5985,6613,protein_protein,1
2913,11232,protein_protein,1
7014,11073,protein_protein,1
1875,1330,protein_protein,1
431,21,protein_protein,2
1425,5312,protein_protein,1
12912,6875,protein_protein,1
6617,6613,protein_protein,2
600,6134,protein_protein,1
721,2875,protein_protein,1
2788,10617,protein_protein,1
86,11164,protein_protein,1
4912,11515,protein_protein,1
11239,2397,protein_protein,1
6027,456,protein_protein,1
2616,12253,protein_protein,2
725,2751,protein_protein,1
924,2136,protein_protein,1
51,6880,protein_protein,1
1550,6582,protein_protein,2
1059,366,protein_protein,1
6531,8759,protein_protein,2
7581,1397,protein_protein,1
11906,3359,protein_protein,1
350,350,protein_protein,1
623,902,protein_protein,2
7155,4189,protein_protein,1
5400,3471,protein_protein,1
6454,7344,protein_protein,1
1770,9100,protein_protein,2
1702,5782,protein_protein,1
6829,8761,protein_protein,1
8246,6508,protein_protein,1
7681,4651,protein_protein,1
12721,11643,protein_protein,1
767,1378,protein_protein,1
6568,2161,protein_protein,1
2616,16119,protein_protein,2
8170,2233,protein_protein,1
1019,13722,protein_protein,1
5190,5903,protein_protein,1
2109,7390,protein_protein,1
4736,7172,protein_protein,1
744,6962,protein_protein,1
12409,7580,protein_protein,1
7201,7863,protein_protein,1
179,3369,protein_protein,1
13091,6294,protein_protein,1
2993,9661,protein_protein,1
7963,16441,protein_protein,1
12327,6856,protein_protein,1
5515,8193,protein_protein,1
12970,8589,protein_protein,1
12851,7699,protein_protein,1
14192,14708,protein_protein,1
533,7444,protein_protein,1
4385,6429,protein_protein,1
6065,9799,protein_protein,1
3169,11629,protein_protein,1
4459,9095,protein_protein,1
2734,7648,protein_protein,1
121,14237,protein_protein,1
7591,4660,protein_protein,1
9966,16438,protein_protein,1
4489,813,protein_protein,2
9290,8180,protein_protein,1
14416,5537,protein_protein,1
835,831,protein_protein,1
906,5297,protein_protein,1
7111,1270,protein_protein,1
10577,10832,protein_protein,1
861,1370,protein_protein,1
1474,15686,protein_protein,1
15904,5155,protein_protein,1
431,7454,protein_protein,2
2146,826,protein_protein,2
1720,14588,protein_protein,1
6888,8083,protein_protein,1
7147,1346,protein_protein,1
2788,502,protein_protein,1
1131,1315,protein_protein,1
4484,6871,protein_protein,1
6848,5538,protein_protein,1
5515,8327,protein_protein,1
8909,3851,protein_protein,1
1019,14588,protein_protein,1
1905,7743,protein_protein,2
6980,15569,protein_protein,1
10524,9632,protein_protein,1
5155,17747,protein_protein,1
10980,4508,protein_protein,1
11946,11464,protein_protein,2
11857,8529,protein_protein,1
644,364,protein_protein,2
2856,1011,protein_protein,1
14356,500,protein_protein,1
767,2758,protein_protein,1
7619,9276,protein_protein,1
5183,6196,protein_protein,1
6282,3863,protein_protein,1
9188,2965,protein_protein,1
4415,16339,protein_protein,1
12699,7071,protein_protein,1
2935,15229,protein_protein,1
8727,6692,protein_protein,1
13074,13178,protein_protein,1
281,3360,protein_protein,1
2000,2610,protein_protein,1
644,15997,protein_protein,2
348,4677,protein_protein,1
513,1459,protein_protein,1
7151,6112,protein_protein,1
3644,2334,protein_protein,1
12736,6468,protein_protein,1
1389,6808,protein_protein,1
8170,2914,protein_protein,1
3000,12645,protein_protein,1
8441,1750,protein_protein,1
7201,11312,protein_protein,1
9445,10984,protein_protein,1
8899,9488,protein_protein,1
8965,1047,protein_protein,1
973,14611,protein_protein,1
9904,7324,protein_protein,1
601,6996,protein_protein,1
2616,9,protein_protein,2
1059,6463,protein_protein,1
9834,7476,protein_protein,1
2458,4696,protein_protein,1
9110,7391,protein_protein,1
732,13532,protein_protein,1
12236,4160,protein_protein,1
11914,6463,protein_protein,1
1026,16599,protein_protein,1
512,16957,protein_protein,1
11131,4250,protein_protein,1
12438,3601,protein_protein,1
955,8291,protein_protein,2
1066,1453,protein_protein,1
10540,13196,protein_protein,1
772,5302,protein_protein,1
781,11312,protein_protein,1
1141,9588,protein_protein,1
1961,2146,protein_protein,1
1005,11309,protein_protein,1
6505,1984,protein_protein,1
5639,6100,protein_protein,1
2954,8226,protein_protein,1
906,4253,protein_protein,1
5604,14563,protein_protein,1
13283,14886,protein_protein,1
1875,12991,protein_protein,1
7201,2347,protein_protein,1
8727,12585,protein_protein,1
562,11912,protein_protein,1
7447,15080,protein_protein,1
3317,8139,protein_protein,1
7311,7033,protein_protein,1
47,14423,protein_protein,1
1059,8772,protein_protein,1
6619,5180,protein_protein,2
8364,16242,protein_protein,1
3383,9380,protein_protein,1
7869,82,protein_protein,1
431,4774,protein_protein,2
8837,8162,protein_protein,1
5456,5439,protein_protein,1
7895,5811,protein_protein,1
3082,338,protein_protein,1
11500,3817,protein_protein,1
2096,6098,protein_protein,1
10347,15529,protein_protein,1
11275,3284,protein_protein,1
1739,2173,protein_protein,1
6533,6603,protein_protein,2
6716,6980,protein_protein,1
1561,6788,protein_protein,1
2965,27,protein_protein,1
2397,225,protein_protein,1
296,5772,protein_protein,1
5725,6839,protein_protein,1
68,7070,protein_protein,1
722,1412,protein_protein,1
431,19268,protein_protein,2
4522,6736,protein_protein,2
6030,9966,protein_protein,1
4344,12321,protein_protein,1
9743,9171,protein_protein,1
298,585,protein_protein,1
7147,12089,protein_protein,1
1276,258,protein_protein,1
815,6595,protein_protein,1
5233,17789,protein_protein,1
6531,2121,protein_protein,1
955,7273,protein_protein,1
12387,13905,protein_protein,1
5366,5741,protein_protein,2
8532,5785,protein_protein,1
7170,16465,protein_protein,1
6705,159,protein_protein,2
5827,6375,protein_protein,1
4297,5530,protein_protein,1
9452,10036,protein_protein,1
16047,8663,protein_protein,1
14098,4890,protein_protein,1
2616,1196,protein_protein,2
14158,6558,protein_protein,1
7658,7924,protein_protein,1
2687,14835,protein_protein,1
11844,623,protein_protein,1
8943,8980,protein_protein,1
8884,15235,protein_protein,1
2899,3159,protein_protein,1
7140,9914,protein_protein,1
6164,5538,protein_protein,1
9551,115,protein_protein,1
2616,9800,protein_protein,2
